run_dir,first_round,last_round,esr_first,esr_last,esr_mean,esr_min,esr_max,num_rounds
results/FT/FT_stress_10rounds_20260319,1,10,0.75,0.5638888888888889,0.643858024691358,0.5,0.875,10
results/FT/FT_stress_10rounds_20260319_r2,1,10,0.75,0.5638888888888889,0.643858024691358,0.5,0.875,10
results/MEMIT/MEMIT_gpt2_ft_compare_10rounds_20260320,1,10,1.0,0.9083333333333333,0.9342542989417989,0.8842592592592593,1.0,10
results/MEMIT/MEMIT_gpt2_ft_compare_10rounds_20260320_r2,1,10,0.9166666666666666,0.9055555555555556,0.8795701058201059,0.7638888888888888,0.9285714285714286,10
results/MEMIT/MEMIT_gpt2_ft_compare_10rounds_20260325_r3_shuffle,1,10,0.8888888888888888,0.8513888888888889,0.8704734347442681,0.8472222222222222,0.9107142857142857,10
results/ROME/ROME_gpt2_ft_compare_10rounds_20260325,1,10,0.8333333333333334,0.5722222222222222,0.5432958553791887,0.08333333333333333,0.8333333333333334,10
results/ROME/ROME_gpt2_ft_compare_10rounds_20260325_r2,1,10,0.8333333333333334,0.5722222222222222,0.5432958553791887,0.08333333333333333,0.8333333333333334,10
